Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Operative_Procedure,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On Track Toward 2020 Goal (0.82, 2018)",SIR_2015,Notes
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Hip prosthesis,42,0,0.30,0.00,0.00,12.34,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Hysterectomy,abdominal",56,0,0.39,0.00,0.00,9.46,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Knee prosthesis,39,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Laminectomy,99,0,0.40,0.00,0.00,9.22,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Kidney surgery,18,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Ovarian surgery,117,0,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Pacemaker surgery,37,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Rectal surgery,17,1,0.32,3.18,0.08,17.69,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Small bowel surgery,38,1,0.73,1.37,0.04,7.62,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Spleen surgery,4,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Thoracic surgery,24,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Hysterectomy, vaginal",25,0,0.11,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Exploratory abdominal surgery (laparotomy),131,1,0.56,1.80,0.05,10.02,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,,43,0,0.42,0.00,0.00,8.85,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Appendix surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,"Bile duct, liver or pancreatic surgery",1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Cardiac surgery,3,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Gallbladder surgery,7,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Colon surgery,3,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Spinal fusion,1,0,0.03,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Open reduction of fracture,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Laminectomy,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Ovarian surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Pacemaker surgery,4,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Rectal surgery,1,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Small bowel surgery,5,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Thoracic surgery,5,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000015,UCSF Benioff Children's Hospital Oakland,Alameda,Acute Care Hospital,Pediatric,Exploratory abdominal surgery (laparotomy),9,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),,1499,1,7.08,0.14,0.01,0.70,Better,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Appendix surgery,131,0,0.35,0.00,0.00,10.60,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),"Bile duct, liver or pancreatic surgery",4,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Gallbladder surgery,135,0,0.26,0.00,0.00,14.08,Same,Yes,2.84,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Colon surgery,81,0,1.62,0.00,0.00,1.85,Same,Yes,0.86,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Cesarean section,204,0,0.15,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Spinal fusion,165,0,0.64,0.00,0.00,5.73,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Open reduction of fracture,90,0,0.49,0.00,0.00,7.53,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Gastric surgery,11,0,0.08,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Hip prosthesis,190,0,0.98,0.00,0.00,3.76,Same,Yes,1.28,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),"Hysterectomy,abdominal",38,0,0.17,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Knee prosthesis,238,1,0.89,1.13,0.03,6.27,Same,No,1.18,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Laminectomy,15,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Kidney surgery,18,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Ovarian surgery,25,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Pacemaker surgery,15,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Rectal surgery,12,0,0.18,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Small bowel surgery,38,0,0.70,0.00,0.00,5.30,Same,Yes,0.92,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Spleen surgery,1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Thoracic surgery,4,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),"Hysterectomy, vaginal",15,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000372,Mercy Hospital of Folsom,Sacramento,Acute Care Hospital,Community (<125 Beds),Exploratory abdominal surgery (laparotomy),69,0,0.29,0.00,0.00,12.90,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,,5255,70,60.42,1.16,0.91,1.46,Same,No,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Abdominal aortic aneurysm repair,6,0,0.04,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Appendix surgery,64,2,0.49,4.11,0.50,14.84,Same,No,2.49,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,"Bile duct, liver or pancreatic surgery",190,14,11.05,1.27,0.72,2.08,Same,No,1.84,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Cardiac surgery,279,2,1.27,1.58,0.27,5.22,Same,No,0.97,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,"Coronary bypass,chest and donor incisions",134,2,1.50,1.33,0.22,4.41,Same,No,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,"Coronary bypass,chest incision only",49,0,0.43,0.00,0.00,8.62,Same,Yes,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Gallbladder surgery,107,1,1.39,0.72,0.04,3.54,Same,Yes,1.11,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Colon surgery,290,9,10.11,0.89,0.43,1.63,Same,No,1.43,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Cesarean section,645,2,1.65,1.22,0.20,4.02,Same,No,1.58,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Spinal fusion,371,8,4.18,1.92,0.89,3.64,Same,No,1.22,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Open reduction of fracture,21,0,0.15,,,,,,0.23,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Gastric surgery,195,2,2.32,0.86,0.14,2.84,Same,No,1.58,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Hip prosthesis,341,2,2.70,0.74,0.12,2.45,Same,Yes,0.46,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Heart transplant,41,0,0.26,0.00,0.00,14.08,Same,Yes,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,"Hysterectomy,abdominal",181,1,1.80,0.56,0.03,2.74,Same,Yes,,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Knee prosthesis,265,0,1.37,0.00,0.00,2.18,Same,Yes,1.88,"Hospitals reported combined data, see Data Dictionary"
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",090000101,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,Kidney transplant,65,0,0.32,0.00,0.00,11.53,Same,Yes,2.30,"Hospitals reported combined data, see Data Dictionary"
